cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
3130705,Indianópolis,0  ,SE,MG,M,2025,6104,18259390000184
3130804,Ingaí,0  ,SE,MG,M,2025,2476,18244319000128
3130903,Inhapim,0  ,SE,MG,M,2025,22327,20905865000104
3131000,Inhaúma,0  ,SE,MG,M,2025,6213,18116152000110
3131109,Inimutaba,0  ,SE,MG,M,2025,7434,17694860000175
3131158,Ipaba,0  ,SE,MG,M,2025,16552,66229543000193
3131208,Ipanema,0  ,SE,MG,M,2025,19209,18334292000164
3131307,Ipatinga,0  ,SE,MG,M,2025,211094,19876424000142
3131406,Ipiaçu,0  ,SE,MG,M,2025,3715,18457259000121
3131505,Ipuiúna,0  ,SE,MG,M,2025,9104,18179226000167
3131604,Iraí de Minas,0  ,SE,MG,M,2025,7868,18158642000189
3131703,Itabira,0  ,SE,MG,M,2025,110335,18299446000124
3131802,Itabirinha,0  ,SE,MG,M,2025,10112,17125444000156
3131901,Itabirito,0  ,SE,MG,M,2025,58544,18307835000154
3132008,Itacambira,0  ,SE,MG,M,2025,3880,18017400000175
3132107,Itacarambi,0  ,SE,MG,M,2025,16355,18283101000182
3132206,Itaguara,0  ,SE,MG,M,2025,14408,18313015000175
3132305,Itaipé,0  ,SE,MG,M,2025,10302,18404756000161
3132404,Itajubá,0  ,SE,MG,M,2025,90776,18025940000109
3132503,Itamarandiba,0  ,SE,MG,M,2025,32321,16886871000194
3132602,Itamarati de Minas,0  ,SE,MG,M,2025,3696,17706813000102
3132701,Itambacuri,0  ,SE,MG,M,2025,21080,18404855000143
3132800,Itambé do Mato Dentro,0  ,SE,MG,M,2025,2140,18299537000160
3132909,Itamogi,0  ,SE,MG,M,2025,10781,18241380000111
3133006,Itamonte,0  ,SE,MG,M,2025,14569,18666750000162
3133105,Itanhandu,0  ,SE,MG,M,2025,15226,18186718000180
3133204,Itanhomi,0  ,SE,MG,M,2025,11158,18493239000106
3133303,Itaobim,0  ,SE,MG,M,2025,19025,18414573000127
3133402,Itapagipe,0  ,SE,MG,M,2025,14896,21226840000147
3133501,Itapecerica,0  ,SE,MG,M,2025,21534,18308742000144
3133600,Itapeva,0  ,SE,MG,M,2025,12305,18677625000158
3133709,Itatiaiuçu,0  ,SE,MG,M,2025,16257,18691766000125
3133758,Itaú de Minas,0  ,SE,MG,M,2025,14293,23767031000178
3133808,Itaúna,0  ,SE,MG,M,2025,95967,18309724000187
3133907,Itaverava,0  ,SE,MG,M,2025,5650,19718386000108
3134004,Itinga,0  ,SE,MG,M,2025,12569,18348748000145
3134103,Itueta,0  ,SE,MG,M,2025,5804,18413179000174
3134202,Ituiutaba,0  ,SE,MG,M,2025,97409,18457218000135
3134301,Itumirim,0  ,SE,MG,M,2025,6642,18244392000108
3134400,Iturama,0  ,SE,MG,M,2025,38172,18457242000174
3134509,Itutinga,0  ,SE,MG,M,2025,4218,18244384000153
3134608,Jaboticatubas,0  ,SE,MG,M,2025,19697,18715417000104
3134707,Jacinto,0  ,SE,MG,M,2025,10793,18349910000140
3134806,Jacuí,0  ,SE,MG,M,2025,7515,18186056000148
3134905,Jacutinga,0  ,SE,MG,M,2025,25538,17914128000163
3135001,Jaguaraçu,0  ,SE,MG,M,2025,3106,16816522000104
3135050,Jaíba,0  ,SE,MG,M,2025,36945,25209149000106
3135076,Jampruca,0  ,SE,MG,M,2025,4261,66230384000147
3135100,Janaúba,0  ,SE,MG,M,2025,70001,18017392000167
3135209,Januária,0  ,SE,MG,M,2025,65279,21461546000110
3135308,Japaraíba,0  ,SE,MG,M,2025,4509,18306654000103
3135357,Japonvar,0  ,SE,MG,M,2025,7861,01612476000146
3135407,Jeceaba,0  ,SE,MG,M,2025,6344,20356739000148
3135456,Jenipapo de Minas,0  ,SE,MG,M,2025,6000,01613376000134
3135506,Jequeri,0  ,SE,MG,M,2025,12693,18316166000187
3135605,Jequitaí,0  ,SE,MG,M,2025,6449,18279083000165
3135704,Jequitibá,0  ,SE,MG,M,2025,5900,18062208000109
3135803,Jequitinhonha,0  ,SE,MG,M,2025,22262,18083659000114
3135902,Jesuânia,0  ,SE,MG,M,2025,5138,18188227000178
3136009,Joaíma,0  ,SE,MG,M,2025,12732,18495812000110
3136108,Joanésia,0  ,SE,MG,M,2025,4333,17111626000178
3136207,João Monlevade,0  ,SE,MG,M,2025,75838,18401059000157
3136306,João Pinheiro,0  ,SE,MG,M,2025,47702,16930299000113
3136405,Joaquim Felício,0  ,SE,MG,M,2025,3778,17694878000177
3136504,Jordânia,0  ,SE,MG,M,2025,8866,18349928000141
3136520,José Gonçalves de Minas,0  ,SE,MG,M,2025,3922,01613372000156
3136553,José Raydan,0  ,SE,MG,M,2025,4267,01613072000177
3136579,Josenópolis,0  ,SE,MG,M,2025,3607,01612503000180
3136603,Nova União,0  ,SE,MG,M,2025,5729,18302307000102
3136652,Juatuba,0  ,SE,MG,M,2025,31409,64487614000122
3136702,Juiz de Fora,0  ,SE,MG,M,2025,557777,18338178000102
3136801,Juramento,0  ,SE,MG,M,2025,3585,18017368000128
3136900,Juruaia,0  ,SE,MG,M,2025,11000,18668368000198
3136959,Juvenília,0  ,SE,MG,M,2025,5793,01612485000137
3137007,Ladainha,0  ,SE,MG,M,2025,13868,18404863000190
3137106,Lagamar,0  ,SE,MG,M,2025,7106,18192260000171
3137205,Lagoa da Prata,0  ,SE,MG,M,2025,52051,18318618000160
3137304,Lagoa dos Patos,0  ,SE,MG,M,2025,3293,16901381000110
3137403,Lagoa Dourada,0  ,SE,MG,M,2025,12611,18557595000146
3137502,Lagoa Formosa,0  ,SE,MG,M,2025,19050,18602078000141
3137536,Lagoa Grande,0  ,SE,MG,M,2025,9096,23097454000128
3137601,Lagoa Santa,0  ,SE,MG,M,2025,70678,73357469000156
3137700,Lajinha,0  ,SE,MG,M,2025,20667,18392522000141
3137809,Lambari,0  ,SE,MG,M,2025,20449,17877200000120
3137908,Lamim,0  ,SE,MG,M,2025,3184,24179426000112
3138005,Laranjal,0  ,SE,MG,M,2025,5806,17947615000122
3138104,Lassance,0  ,SE,MG,M,2025,7089,18279125000168
3138203,Lavras,0  ,SE,MG,M,2025,98602,18244376000107
3138302,Leandro Ferreira,0  ,SE,MG,M,2025,3121,18315218000109
3138351,Leme do Prado,0  ,SE,MG,M,2025,4312,01587109000130
3138401,Leopoldina,0  ,SE,MG,M,2025,49020,17733643000147
3138500,Liberdade,0  ,SE,MG,M,2025,4713,18029165000151
3138609,Lima Duarte,0  ,SE,MG,M,2025,17248,18338186000159
3138625,Limeira do Oeste,0  ,SE,MG,M,2025,8582,26042556000134
3138658,Lontra,0  ,SE,MG,M,2025,8778,25223009000192
3138674,Luisburgo,0  ,SE,MG,M,2025,6961,01615423000189
3138682,Luislândia,0  ,SE,MG,M,2025,6158,01612887000131
3138708,Luminárias,0  ,SE,MG,M,2025,5586,18244301000126
3138807,Luz,0  ,SE,MG,M,2025,17972,18301036000170
3138906,Machacalis,0  ,SE,MG,M,2025,6440,18404921000185
3139003,Machado,0  ,SE,MG,M,2025,36932,18242784000120
3139102,Madre de Deus de Minas,0  ,SE,MG,M,2025,5191,18029371000161
3139201,Malacacheta,0  ,SE,MG,M,2025,16905,18404871000136
3139250,Mamonas,0  ,SE,MG,M,2025,5993,25212242000170
3139300,Manga,0  ,SE,MG,M,2025,18882,18270447000146
3139409,Manhuaçu,0  ,SE,MG,M,2025,88787,18385088000172
3139508,Manhumirim,0  ,SE,MG,M,2025,19812,18392530000198
3139607,Mantena,0  ,SE,MG,M,2025,26352,18504167000155
3139706,Maravilhas,0  ,SE,MG,M,2025,7300,18313841000114
3139805,Mar de Espanha,0  ,SE,MG,M,2025,12400,18535658000163
3139904,Maria da Fé,0  ,SE,MG,M,2025,14241,18025957000158
3140001,Mariana,0  ,SE,MG,M,2025,64890,18295303000144
3140100,Marilac,0  ,SE,MG,M,2025,4044,18409193000102
3140159,Mário Campos,0  ,SE,MG,M,2025,15969,01612508000103
3140209,Maripá de Minas,0  ,SE,MG,M,2025,3383,17724162000175
3140308,Marliéria,0  ,SE,MG,M,2025,4577,16796872000148
3140407,Marmelópolis,0  ,SE,MG,M,2025,3169,18026021000141
3140506,Martinho Campos,0  ,SE,MG,M,2025,13979,18315234000193
3140530,Martins Soares,0  ,SE,MG,M,2025,8267,01615420000145
3140555,Mata Verde,0  ,SE,MG,M,2025,10096,66234360000166
3140605,Materlândia,0  ,SE,MG,M,2025,3845,18303206000156
3140704,Mateus Leme,0  ,SE,MG,M,2025,43996,18715433000199
3140803,Matias Barbosa,0  ,SE,MG,M,2025,14019,18338194000103
3140852,Matias Cardoso,0  ,SE,MG,M,2025,8879,25209115000111
3140902,Matipó,0  ,SE,MG,M,2025,18506,18385104000127
3141009,Mato Verde,0  ,SE,MG,M,2025,12045,17782616000164
3141108,Matozinhos,0  ,SE,MG,M,2025,36927,18771238000186
3141207,Matutina,0  ,SE,MG,M,2025,3807,18602102000142
3141306,Medeiros,0  ,SE,MG,M,2025,3965,20920617000132
3141405,Medina,0  ,SE,MG,M,2025,19199,18414607000183
3141504,Mendes Pimentel,0  ,SE,MG,M,2025,5535,18505347000151
3141603,Mercês,0  ,SE,MG,M,2025,9865,17744442000145
3141702,Mesquita,0  ,SE,MG,M,2025,5043,17112061000143
3141801,Minas Novas,0  ,SE,MG,M,2025,24117,22516405000110
3141900,Minduri,0  ,SE,MG,M,2025,3690,17954041000110
3142007,Mirabela,0  ,SE,MG,M,2025,13286,18017376000174
3142106,Miradouro,0  ,SE,MG,M,2025,8935,17947623000179
3142205,Miraí,0  ,SE,MG,M,2025,13630,17966201000140
3142254,Miravânia,0  ,SE,MG,M,2025,3984,01612491000194
3142304,Moeda,0  ,SE,MG,M,2025,5186,18363952000135
3142403,Moema,0  ,SE,MG,M,2025,8302,18301044000117
3142502,Monjolos,0  ,SE,MG,M,2025,2154,17754169000130
3142601,Monsenhor Paulo,0  ,SE,MG,M,2025,8336,22541874000199
3142700,Montalvânia,0  ,SE,MG,M,2025,14065,17097791000112
3142809,Monte Alegre de Minas,0  ,SE,MG,M,2025,20004,18431155000148
3142908,Monte Azul,0  ,SE,MG,M,2025,20345,18650945000114
3143005,Monte Belo,0  ,SE,MG,M,2025,13092,18668376000134
3143104,Monte Carmelo,0  ,SE,MG,M,2025,47267,18593103000178
3143153,Monte Formoso,0  ,SE,MG,M,2025,4381,01615007000180
3143203,Monte Santo de Minas,0  ,SE,MG,M,2025,20881,18241372000175
3143302,Montes Claros,0  ,SE,MG,M,2025,436970,22678874000135
3143401,Monte Sião,0  ,SE,MG,M,2025,23715,22646525000131
3143450,Montezuma,0  ,SE,MG,M,2025,6901,25223983000156
3143500,Morada Nova de Minas,0  ,SE,MG,M,2025,8988,18296665000150
3143609,Morro da Garça,0  ,SE,MG,M,2025,2593,17695040000106
3143708,Morro do Pilar,0  ,SE,MG,M,2025,2977,18303214000100
3143807,Munhoz,0  ,SE,MG,M,2025,7618,18675934000199
3143906,Muriaé,0  ,SE,MG,M,2025,103649,17947581000176
3144003,Mutum,0  ,SE,MG,M,2025,27634,18348086000103
3144102,Muzambinho,0  ,SE,MG,M,2025,21935,18668624000147
3144201,Nacip Raydan,0  ,SE,MG,M,2025,2513,18507079000107
3144300,Nanuque,0  ,SE,MG,M,2025,34668,18398974000130
3144359,Naque,0  ,SE,MG,M,2025,6331,01613208000149
3144375,Natalândia,0  ,SE,MG,M,2025,3514,01593752000176
3144409,Natércia,0  ,SE,MG,M,2025,4580,17935412000116
3144508,Nazareno,0  ,SE,MG,M,2025,8192,18557561000151
3144607,Nepomuceno,0  ,SE,MG,M,2025,24869,18244350000169
3144656,Ninheira,0  ,SE,MG,M,2025,9331,01612495000172
3144672,Nova Belém,0  ,SE,MG,M,2025,3049,01613169000180
3144706,Nova Era,0  ,SE,MG,M,2025,16920,16819831000120
3144805,Nova Lima,0  ,SE,MG,M,2025,117819,22934889000117
3144904,Nova Módica,0  ,SE,MG,M,2025,3614,18404939000187
3145000,Nova Ponte,0  ,SE,MG,M,2025,15731,18159905000174
3145059,Nova Porteirinha,0  ,SE,MG,M,2025,6660,01612499000150
3145109,Nova Resende,0  ,SE,MG,M,2025,16545,18187823000133
3145208,Nova Serrana,0  ,SE,MG,M,2025,114497,18291385000159
3145307,Novo Cruzeiro,0  ,SE,MG,M,2025,26850,18404889000138
3145356,Novo Oriente de Minas,0  ,SE,MG,M,2025,10086,01613373000109
3145372,Novorizonte,0  ,SE,MG,M,2025,4545,01616420000160
3145406,Olaria,0  ,SE,MG,M,2025,1936,18338202000103
3145455,Olhos-d'Água,0  ,SE,MG,M,2025,5340,01612547000100
3145505,Olímpio Noronha,0  ,SE,MG,M,2025,2555,18188276000100
3145604,Oliveira,0  ,SE,MG,M,2025,39256,16854531000181
3145703,Oliveira Fortes,0  ,SE,MG,M,2025,1996,17747957000107
3145802,Onça de Pitangui,0  ,SE,MG,M,2025,2908,18313858000171
3145851,Oratórios,0  ,SE,MG,M,2025,4910,01616836000188
3145877,Orizânia,0  ,SE,MG,M,2025,8451,01616271000139
3145901,Ouro Branco,0  ,SE,MG,M,2025,39206,18295329000192
3146008,Ouro Fino,0  ,SE,MG,M,2025,32131,18671271000134
3146107,Ouro Preto,0  ,SE,MG,M,2025,76069,18295295000136
3146206,Ouro Verde de Minas,0  ,SE,MG,M,2025,5607,18404947000123
3146255,Padre Carvalho,0  ,SE,MG,M,2025,5031,01612490000140
3146305,Padre Paraíso,0  ,SE,MG,M,2025,17163,18404764000108
3146404,Paineiras,0  ,SE,MG,M,2025,4199,18296673000104
3146503,Pains,0  ,SE,MG,M,2025,7455,20920575000130
3146552,Pai Pedro,0  ,SE,MG,M,2025,5568,01612479000180
3146602,Paiva,0  ,SE,MG,M,2025,1474,17747965000145
3146701,Palma,0  ,SE,MG,M,2025,5692,17734906000132
3146750,Palmópolis,0  ,SE,MG,M,2025,6307,66234345000118
3146909,Papagaios,0  ,SE,MG,M,2025,13724,18313866000118
3147006,Paracatu,0  ,SE,MG,M,2025,94300,18278051000145
3147105,Pará de Minas,0  ,SE,MG,M,2025,97507,18313817000185
3147204,Paraguaçu,0  ,SE,MG,M,2025,21580,18008193000192
3147303,Paraisópolis,0  ,SE,MG,M,2025,20463,18025965000102
3147402,Paraopeba,0  ,SE,MG,M,2025,23776,18116160000166
3147501,Passabém,0  ,SE,MG,M,2025,1604,18299511000111
3147600,Passa Quatro,0  ,SE,MG,M,2025,15387,23245806000145
3147709,Passa Tempo,0  ,SE,MG,M,2025,9204,18039503000136
3147808,Passa-Vinte,0  ,SE,MG,M,2025,2232,18338210000150
3147907,Passos,0  ,SE,MG,M,2025,110555,18241745000108
3147956,Patis,0  ,SE,MG,M,2025,5917,01612478000135
3148004,Patos de Minas,0  ,SE,MG,M,2025,159434,18602011000107
3148103,Patrocínio,0  ,SE,MG,M,2025,91901,18468033000126
3148202,Patrocínio do Muriaé,0  ,SE,MG,M,2025,5579,17947607000186
3148301,Paula Cândido,0  ,SE,MG,M,2025,8697,17763715000107
3148400,Paulistas,0  ,SE,MG,M,2025,4269,18307447000173
3148509,Pavão,0  ,SE,MG,M,2025,8044,18404772000154
3148608,Peçanha,0  ,SE,MG,M,2025,17358,18409227000150
3148707,Pedra Azul,0  ,SE,MG,M,2025,24452,18414565000180
3148756,Pedra Bonita,0  ,SE,MG,M,2025,7320,01640429000106
3148806,Pedra do Anta,0  ,SE,MG,M,2025,3511,18133439000158
3148905,Pedra do Indaiá,0  ,SE,MG,M,2025,3725,18308759000100
3149002,Pedra Dourada,0  ,SE,MG,M,2025,2752,18114215000107
3149101,Pedralva,0  ,SE,MG,M,2025,10750,18025973000140
3149150,Pedras de Maria da Cruz,0  ,SE,MG,M,2025,10445,25209156000108
3149200,Pedrinópolis,0  ,SE,MG,M,2025,3359,18140335000170
3149309,Pedro Leopoldo,0  ,SE,MG,M,2025,60154,23456650000141
3149408,Pedro Teixeira,0  ,SE,MG,M,2025,1806,18338228000151
3149507,Pequeri,0  ,SE,MG,M,2025,3351,17724360000139
3149606,Pequi,0  ,SE,MG,M,2025,4042,18313874000164
3149705,Perdigão,0  ,SE,MG,M,2025,12014,18301051000119
3149804,Perdizes,0  ,SE,MG,M,2025,17999,18140772000194
3149903,Perdões,0  ,SE,MG,M,2025,21329,18244343000167
3149952,Periquito,0  ,SE,MG,M,2025,6566,01613077000108
3150000,Pescador,0  ,SE,MG,M,2025,3537,18404962000171
3150109,Piau,0  ,SE,MG,M,2025,2530,18338236000106
3150158,Piedade de Caratinga,0  ,SE,MG,M,2025,8345,01613130000162
3150208,Piedade de Ponte Nova,0  ,SE,MG,M,2025,3941,18316257000112
3150307,Piedade do Rio Grande,0  ,SE,MG,M,2025,4560,18685438000116
3150406,Piedade dos Gerais,0  ,SE,MG,M,2025,5215,18363960000181
3150505,Pimenta,0  ,SE,MG,M,2025,8210,16725962000148
3150539,Pingo-d'Água,0  ,SE,MG,M,2025,4714,01613204000160
3150570,Pintópolis,0  ,SE,MG,M,2025,6922,01612481000159
3150604,Piracema,0  ,SE,MG,M,2025,7451,17980392000103
3150703,Pirajuba,0  ,SE,MG,M,2025,5438,18428847000137
3150802,Piranga,0  ,SE,MG,M,2025,15308,23515687000101
3150901,Piranguçu,0  ,SE,MG,M,2025,5848,18025981000197
3151008,Piranguinho,0  ,SE,MG,M,2025,9109,18192906000110
3151107,Pirapetinga,0  ,SE,MG,M,2025,11110,18092825000149
3151206,Pirapora,0  ,SE,MG,M,2025,55876,23539463000121
3151305,Piraúba,0  ,SE,MG,M,2025,11547,18554147000199
2911303,Gentio do Ouro,0  ,NE,BA,M,2025,11896,13879390000163
2911402,Glória,0  ,NE,BA,M,2025,16698,14217335000170
2911501,Gongogi,0  ,NE,BA,M,2025,5549,14235048000193
2911600,Governador Mangabeira,0  ,NE,BA,M,2025,20604,13828496000138
2911659,Guajeru,0  ,NE,BA,M,2025,8054,13284658000114
2911709,Guanambi,0  ,NE,BA,M,2025,87580,13982640000196
2911808,Guaratinga,0  ,NE,BA,M,2025,20338,13634985000159
2911857,Heliópolis,0  ,NE,BA,M,2025,12301,13393178000191
2911907,Iaçu,0  ,NE,BA,M,2025,25178,13889993000146
2912004,Ibiassucê,0  ,NE,BA,M,2025,10426,13676986000166
2912103,Ibicaraí,0  ,NE,BA,M,2025,21688,14147896000140
2912202,Ibicoara,0  ,NE,BA,M,2025,20874,13922588000182
2912301,Ibicuí,0  ,NE,BA,M,2025,13791,13857701000193
2912400,Ibipeba,0  ,NE,BA,M,2025,18540,13714803000150
2912509,Ibipitanga,0  ,NE,BA,M,2025,13905,13781364000106
2912608,Ibiquera,0  ,NE,BA,M,2025,3722,13718671000134
2912707,Ibirapitanga,0  ,NE,BA,M,2025,27341,13846753000164
2912806,Ibirapuã,0  ,NE,BA,M,2025,8331,14210389000104
2912905,Ibirataia,0  ,NE,BA,M,2025,19613,14131569000109
2913002,Ibitiara,0  ,NE,BA,M,2025,14622,13781828000176
2913101,Ibititá,0  ,NE,BA,M,2025,17954,13715057000119
2913200,Ibotirama,0  ,NE,BA,M,2025,26611,13798152000123
2913309,Ichu,0  ,NE,BA,M,2025,6192,13906151000155
2913408,Igaporã,0  ,NE,BA,M,2025,17022,13811484000109
2913457,Igrapiúna,0  ,NE,BA,M,2025,13077,13071212000101
2913507,Iguaí,0  ,NE,BA,M,2025,25114,13858303000191
2913606,Ilhéus,0  ,NE,BA,M,2025,197163,13672597000162
2913705,Inhambupe,0  ,NE,BA,M,2025,33771,13647185000172
2913804,Ipecaetá,0  ,NE,BA,M,2025,16230,13621735000184
2913903,Ipiaú,0  ,NE,BA,M,2025,43078,13701651000150
2914000,Ipirá,0  ,NE,BA,M,2025,58094,14042659000115
2914109,Ipupiara,0  ,NE,BA,M,2025,9925,13798384000181
2914208,Irajuba,0  ,NE,BA,M,2025,6100,13763479000160
2914307,Iramaia,0  ,NE,BA,M,2025,10755,13894902000160
2914406,Iraquara,0  ,NE,BA,M,2025,25590,13922596000129
2914505,Irará,0  ,NE,BA,M,2025,27984,13626205000129
2914604,Irecê,0  ,NE,BA,M,2025,76491,13715891000104
2914653,Itabela,0  ,NE,BA,M,2025,27691,16234429000183
2914703,Itaberaba,0  ,NE,BA,M,2025,67605,13719646000175
2914802,Itabuna,0  ,NE,BA,M,2025,185500,14147490000168
2914901,Itacaré,0  ,NE,BA,M,2025,28214,13846902000195
2915007,Itaeté,0  ,NE,BA,M,2025,14031,13922620000120
2915106,Itagi,0  ,NE,BA,M,2025,13925,14200406000122
2915205,Itagibá,0  ,NE,BA,M,2025,15556,13701966000106
2915304,Itagimirim,0  ,NE,BA,M,2025,7037,13634969000166
2915353,Itaguaçu da Bahia,0  ,NE,BA,M,2025,13116,16445843000131
2915403,Itaju do Colônia,0  ,NE,BA,M,2025,6033,14147920000141
2915502,Itajuípe,0  ,NE,BA,M,2025,19913,14147946000190
2915601,Itamaraju,0  ,NE,BA,M,2025,60831,13761697000165
2915700,Itamari,0  ,NE,BA,M,2025,7050,13753959000140
2915809,Itambé,0  ,NE,BA,M,2025,26420,13743760000130
2915908,Itanagra,0  ,NE,BA,M,2025,5814,14757157000170
2916005,Itanhém,0  ,NE,BA,M,2025,19025,14210512000197
2916104,Itaparica,0  ,NE,BA,M,2025,19738,13882949000104
2916203,Itapé,0  ,NE,BA,M,2025,10327,14147938000143
2916302,Itapebi,0  ,NE,BA,M,2025,9779,13634993000103
2916401,Itapetinga,0  ,NE,BA,M,2025,68704,13751102000190
2916500,Itapicuru,0  ,NE,BA,M,2025,32793,13647557000160
2916609,Itapitanga,0  ,NE,BA,M,2025,10320,14147482000111
2916708,Itaquara,0  ,NE,BA,M,2025,8175,13763735000119
2916807,Itarantim,0  ,NE,BA,M,2025,17035,13751276000153
2916856,Itatim,0  ,NE,BA,M,2025,15749,13866843000117
2916906,Itiruçu,0  ,NE,BA,M,2025,11016,14198543000170
2917003,Itiúba,0  ,NE,BA,M,2025,33671,13988324000121
2917102,Itororó,0  ,NE,BA,M,2025,17729,13752993000108
2917201,Ituaçu,0  ,NE,BA,M,2025,18992,14106280000121
2917300,Ituberá,0  ,NE,BA,M,2025,21974,14195333000128
2917334,Iuiú,0  ,NE,BA,M,2025,11101,16416158000187
2917359,Jaborandi,0  ,NE,BA,M,2025,9269,13245568000114
2917409,Jacaraci,0  ,NE,BA,M,2025,14625,13677109000100
2917508,Jacobina,0  ,NE,BA,M,2025,88296,14197586000130
2917607,Jaguaquara,0  ,NE,BA,M,2025,46026,13910211000103
2917706,Jaguarari,0  ,NE,BA,M,2025,32495,13988316000185
2917805,Jaguaripe,0  ,NE,BA,M,2025,20237,13796289000149
2917904,Jandaíra,0  ,NE,BA,M,2025,9112,13697206000164
2918001,Jequié,0  ,NE,BA,M,2025,156408,13894878000160
2918100,Jeremoabo,0  ,NE,BA,M,2025,37519,13809041000175
2918209,Jiquiriçá,0  ,NE,BA,M,2025,13623,13764659000166
2918308,Jitaúna,0  ,NE,BA,M,2025,14614,14205686000161
2918357,João Dourado,0  ,NE,BA,M,2025,26186,13891510000148
2918407,Juazeiro,0  ,NE,BA,M,2025,244406,13915632000127
2918456,Jucuruçu,0  ,NE,BA,M,2025,9971,16412025000132
2918506,Jussara,0  ,NE,BA,M,2025,16922,13717277000181
2918555,Jussari,0  ,NE,BA,M,2025,5902,13657937000186
2918605,Jussiape,0  ,NE,BA,M,2025,7381,13674148000153
2918704,Lafaiete Coutinho,0  ,NE,BA,M,2025,4044,14205959000178
2918753,Lagoa Real,0  ,NE,BA,M,2025,13990,16416117000190
2918803,Laje,0  ,NE,BA,M,2025,23198,13825492000104
2918902,Lajedão,0  ,NE,BA,M,2025,4550,13785670000102
2919009,Lajedinho,0  ,NE,BA,M,2025,4102,13810544000160
2919058,Lajedo do Tabocal,0  ,NE,BA,M,2025,7486,16434441000131
2512101,Pombal,0  ,NE,PB,M,2025,32499,08948697000139
2512200,Prata,0  ,NE,PB,M,2025,3916,09074113000106
2512309,Princesa Isabel,0  ,NE,PB,M,2025,21148,08888968000108
2512408,Puxinanã,0  ,NE,PB,M,2025,14279,09001744000103
2512507,Queimadas,0  ,NE,PB,M,2025,47665,08742264000122
2512606,Quixaba,0  ,NE,PB,M,2025,1745,08881567000126
2512705,Remígio,0  ,NE,PB,M,2025,17888,09048976000109
2512721,Pedro Régis,0  ,NE,PB,M,2025,5719,01612967000197
2512747,Riachão,0  ,NE,PB,M,2025,2927,01612770000158
2512754,Riachão do Bacamarte,0  ,NE,PB,M,2025,4685,01612343000170
2512762,Riachão do Poço,0  ,NE,PB,M,2025,4706,01612366000184
2512788,Riacho de Santo Antônio,0  ,NE,PB,M,2025,1956,01612637000100
2512804,Riacho dos Cavalos,0  ,NE,PB,M,2025,8498,08921876000182
2512903,Rio Tinto,0  ,NE,PB,M,2025,27352,08899940000176
2513000,Salgadinho,0  ,NE,PB,M,2025,3358,08881666000108
2513109,Salgado de São Félix,0  ,NE,PB,M,2025,12318,09072463000133
2513158,Santa Cecília,0  ,NE,PB,M,2025,7678,01612643000159
2513208,Santa Cruz,0  ,NE,PB,M,2025,5947,08999690000146
2513307,Santa Helena,0  ,NE,PB,M,2025,5869,08764284000102
2513356,Santa Inês,0  ,NE,PB,M,2025,3230,01612693000136
2513406,Santa Luzia,0  ,NE,PB,M,2025,14954,09090689000167
2513505,Santana de Mangueira,0  ,NE,PB,M,2025,5010,09150087000158
2513604,Santana dos Garrotes,0  ,NE,PB,M,2025,6577,08942211000155
2513653,Joca Claudino,0  ,NE,PB,M,2025,2543,01613283000100
2513703,Santa Rita,0  ,NE,PB,M,2025,148479,09159666000161
2513802,Santa Teresinha,0  ,NE,PB,M,2025,4402,08882524000165
2513851,Santo André,0  ,NE,PB,M,2025,2622,01612511000127
2513901,São Bento,0  ,NE,PB,M,2025,32252,09069709000118
2513927,São Bentinho,0  ,NE,PB,M,2025,4330,01612690000100
2513943,São Domingos do Cariri,0  ,NE,PB,M,2025,2585,01612650000150
2513968,São Domingos,0  ,NE,PB,M,2025,2595,01612691000147
2513984,São Francisco,0  ,NE,PB,M,2025,3137,01613323000113
2514008,São João do Cariri,0  ,NE,PB,M,2025,4221,09074345000164
2514107,São João do Tigre,0  ,NE,PB,M,2025,4233,09074592000160
2514206,São José da Lagoa Tapada,0  ,NE,PB,M,2025,7119,08999682000108
2514305,São José de Caiana,0  ,NE,PB,M,2025,5037,08891541000169
2514404,São José de Espinharas,0  ,NE,PB,M,2025,4072,08882730000175
2514453,São José dos Ramos,0  ,NE,PB,M,2025,5880,01612384000166
2514503,São José de Piranhas,0  ,NE,PB,M,2025,19116,08924052000166
2514552,São José de Princesa,0  ,NE,PB,M,2025,3423,01612684000145
2514602,São José do Bonfim,0  ,NE,PB,M,2025,3242,08882862000105
2514651,São José do Brejo do Cruz,0  ,NE,PB,M,2025,1699,01612692000191
2514701,São José do Sabugi,0  ,NE,PB,M,2025,4139,08883217000107
2514800,São José dos Cordeiros,0  ,NE,PB,M,2025,3411,08873226000109
2514909,São Mamede,0  ,NE,PB,M,2025,7469,08922718000147
2515005,São Miguel de Taipu,0  ,NE,PB,M,2025,7751,08868515000110
2515104,São Sebastião de Lagoa de Roça,0  ,NE,PB,M,2025,11046,08742439000100
2515203,São Sebastião do Umbuzeiro,0  ,NE,PB,M,2025,3279,09074998000143
2515302,Sapé,0  ,NE,PB,M,2025,51142,08917080000156
2515401,São Vicente do Seridó,0  ,NE,PB,M,2025,10298,08916124000123
2515500,Serra Branca,0  ,NE,PB,M,2025,13614,08874695000142
2515609,Serra da Raiz,0  ,NE,PB,M,2025,3094,08789737000147
2515708,Serra Grande,0  ,NE,PB,M,2025,2942,08891830000168
