cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
2705903,Olho d'Água Grande,0  ,NE,AL,M,2025,4333,12207411000131
2706000,Olivença,0  ,NE,AL,M,2025,10744,12257762000157
2706109,Ouro Branco,0  ,NE,AL,M,2025,11382,12258141000198
2706208,Palestina,0  ,NE,AL,M,2025,4328,12369872000100
2706307,Palmeira dos Índios,0  ,NE,AL,M,2025,68534,12356879000198
2706406,Pão de Açúcar,0  ,NE,AL,M,2025,23721,12369880000157
2706422,Pariconha,0  ,NE,AL,M,2025,10573,35634435000172
2706448,Paripueira,0  ,NE,AL,M,2025,13991,35561471000153
2706505,Passo de Camaragibe,0  ,NE,AL,M,2025,13870,12342655000127
2706604,Paulo Jacinto,0  ,NE,AL,M,2025,6570,12335030000138
2919108,Lamarão,0  ,NE,BA,M,2025,9062,13844071000112
2919157,Lapão,0  ,NE,BA,M,2025,25713,13891528000140
2919207,Lauro de Freitas,0  ,NE,BA,M,2025,220437,13927819000140
2919306,Lençóis,0  ,NE,BA,M,2025,11022,14694400000159
2919405,Licínio de Almeida,0  ,NE,BA,M,2025,11848,14108286000138
2919504,Livramento de Nossa Senhora,0  ,NE,BA,M,2025,43898,13674817000197
2919553,Luís Eduardo Magalhães,0  ,NE,BA,M,2025,108271,04214419000105
2919603,Macajuba,0  ,NE,BA,M,2025,10463,13810841000106
2919702,Macarani,0  ,NE,BA,M,2025,21556,13751540000159
2919801,Macaúbas,0  ,NE,BA,M,2025,41631,13782461000105
2919900,Macururé,0  ,NE,BA,M,2025,7600,14217343000117
2919926,Madre de Deus,0  ,NE,BA,M,2025,18767,33919960000109
2919959,Maetinga,0  ,NE,BA,M,2025,6968,13284641000167
2920007,Maiquinique,0  ,NE,BA,M,2025,9452,13751821000101
2920106,Mairi,0  ,NE,BA,M,2025,16122,14212872000128
2920205,Malhada,0  ,NE,BA,M,2025,15426,14105217000170
2920304,Malhada de Pedras,0  ,NE,BA,M,2025,8673,14106561000184
2920403,Manoel Vitorino,0  ,NE,BA,M,2025,13327,13894886000106
2920452,Mansidão,0  ,NE,BA,M,2025,13902,13348529000142
2920502,Maracás,0  ,NE,BA,M,2025,27747,13910203000167
2920601,Maragogipe,0  ,NE,BA,M,2025,38394,13784384000122
2920700,Maraú,0  ,NE,BA,M,2025,24713,13848973000127
2920809,Marcionílio Souza,0  ,NE,BA,M,2025,9256,13765219000123
2920908,Mascote,0  ,NE,BA,M,2025,11991,13818018000147
2921005,Mata de São João,0  ,NE,BA,M,2025,48698,13805528000180
2921054,Matina,0  ,NE,BA,M,2025,10338,16417800000142
2921104,Medeiros Neto,0  ,NE,BA,M,2025,23096,13786520000113
2921203,Miguel Calmon,0  ,NE,BA,M,2025,27817,13913363000160
2921302,Milagres,0  ,NE,BA,M,2025,11076,13720263000117
2921401,Mirangaba,0  ,NE,BA,M,2025,15050,13913371000106
2921450,Mirante,0  ,NE,BA,M,2025,10072,16416521000164
2921500,Monte Santo,0  ,NE,BA,M,2025,47758,13698766000133
2921609,Morpará,0  ,NE,BA,M,2025,8303,13798574000107
2921708,Morro do Chapéu,0  ,NE,BA,M,2025,33389,13717517000148
2921807,Mortugaba,0  ,NE,BA,M,2025,11131,13677687000146
2921906,Mucugê,0  ,NE,BA,M,2025,12988,13922562000134
2922003,Mucuri,0  ,NE,BA,M,2025,38082,13761705000173
2922052,Mulungu do Morro,0  ,NE,BA,M,2025,13166,16445876000181
2922102,Mundo Novo,0  ,NE,BA,M,2025,20564,13795380000140
2922201,Muniz Ferreira,0  ,NE,BA,M,2025,7165,13796461000164
2922250,Muquém de São Francisco,0  ,NE,BA,M,2025,11029,16440778000151
2922300,Muritiba,0  ,NE,BA,M,2025,28558,13828504000146
2922409,Mutuípe,0  ,NE,BA,M,2025,20028,13827035000140
2922508,Nazaré,0  ,NE,BA,M,2025,28181,13797188000192
2922607,Nilo Peçanha,0  ,NE,BA,M,2025,12032,13758313000155
2922656,Nordestina,0  ,NE,BA,M,2025,18536,13347539000163
2922706,Nova Canaã,0  ,NE,BA,M,2025,15959,13858675000118
2922730,Nova Fátima,0  ,NE,BA,M,2025,7958,16444069000144
2922755,Nova Ibiá,0  ,NE,BA,M,2025,8325,32697583000148
2922805,Nova Itarana,0  ,NE,BA,M,2025,7820,13892187000127
2922854,Nova Redenção,0  ,NE,BA,M,2025,7525,16245334000165
2922904,Nova Soure,0  ,NE,BA,M,2025,24206,13904420000144
2923001,Nova Viçosa,0  ,NE,BA,M,2025,41089,13761531000149
2923035,Novo Horizonte,0  ,NE,BA,M,2025,11163,16255077000142
2923050,Novo Triunfo,0  ,NE,BA,M,2025,10666,16298945000171
2923100,Olindina,0  ,NE,BA,M,2025,22615,13647854000106
2923209,Oliveira dos Brejinhos,0  ,NE,BA,M,2025,22850,13798905000109
2923308,Ouriçangas,0  ,NE,BA,M,2025,7728,13648043000120
2923357,Ourolândia,0  ,NE,BA,M,2025,19322,16444150000124
2923407,Palmas de Monte Alto,0  ,NE,BA,M,2025,20091,13982590000147
2923506,Palmeiras,0  ,NE,BA,M,2025,10383,13922638000121
2923605,Paramirim,0  ,NE,BA,M,2025,20378,13675491000112
2923704,Paratinga,0  ,NE,BA,M,2025,28947,14105225000117
2923803,Paripiranga,0  ,NE,BA,M,2025,26609,14215826000182
2923902,Pau Brasil,0  ,NE,BA,M,2025,10669,13682299000153
2924009,Paulo Afonso,0  ,NE,BA,M,2025,118412,14217327000124
2924058,Pé de Serra,0  ,NE,BA,M,2025,13242,13232913000185
2924108,Pedrão,0  ,NE,BA,M,2025,6229,13648241000193
2924207,Pedro Alexandre,0  ,NE,BA,M,2025,14056,14216238000163
2924306,Piatã,0  ,NE,BA,M,2025,20098,13675681000130
2924405,Pilão Arcado,0  ,NE,BA,M,2025,35326,13692033000191
2924504,Pindaí,0  ,NE,BA,M,2025,14740,13982624000101
2924603,Pindobaçu,0  ,NE,BA,M,2025,19133,13908710000166
2924652,Pintadas,0  ,NE,BA,M,2025,9805,13896725000151
2924678,Piraí do Norte,0  ,NE,BA,M,2025,10200,13071220000158
2924702,Piripá,0  ,NE,BA,M,2025,9158,13694658000192
2924801,Piritiba,0  ,NE,BA,M,2025,17549,13795786000122
2924900,Planaltino,0  ,NE,BA,M,2025,8012,13769021000118
2925006,Planalto,0  ,NE,BA,M,2025,23290,13858907000138
2925105,Poções,0  ,NE,BA,M,2025,48197,14242200000165
2925204,Pojuca,0  ,NE,BA,M,2025,33079,13806237000106
2925253,Ponto Novo,0  ,NE,BA,M,2025,17941,16444143000122
2925303,Porto Seguro,0  ,NE,BA,M,2025,158736,13635016000112
2925402,Potiraguá,0  ,NE,BA,M,2025,11524,13752191000190
2310704,Pentecoste,0  ,NE,CE,M,2025,37853,07682651000158
2310803,Pereiro,0  ,NE,CE,M,2025,15279,07570518000100
2310852,Pindoretama,0  ,NE,CE,M,2025,24329,23563448000119
2310902,Piquet Carneiro,0  ,NE,CE,M,2025,16926,07738057000131
2310951,Pires Ferreira,0  ,NE,CE,M,2025,10603,10462208000186
2311009,Poranga,0  ,NE,CE,M,2025,11742,07438187000159
2311108,Porteiras,0  ,NE,CE,M,2025,17060,07654114000102
2311207,Potengi,0  ,NE,CE,M,2025,9637,07658917000127
2311231,Potiretama,0  ,NE,CE,M,2025,5977,12461653000157
2311264,Quiterianópolis,0  ,NE,CE,M,2025,19624,07551179000114
2311306,Quixadá,0  ,NE,CE,M,2025,80701,23444748000189
2311355,Quixelô,0  ,NE,CE,M,2025,15896,06742480000142
2311405,Quixeramobim,0  ,NE,CE,M,2025,78502,07744303000168
2311504,Quixeré,0  ,NE,CE,M,2025,20863,07807191000147
2311603,Redenção,0  ,NE,CE,M,2025,25813,07756646000142
2311702,Reriutaba,0  ,NE,CE,M,2025,18603,07598667000187
2311801,Russas,0  ,NE,CE,M,2025,72609,07535446000160
2311900,Saboeiro,0  ,NE,CE,M,2025,13755,07811946000187
2311959,Salitre,0  ,NE,CE,M,2025,16635,12464491000100
2312007,Santana do Acaraú,0  ,NE,CE,M,2025,28436,07598659000130
2312106,Santana do Cariri,0  ,NE,CE,M,2025,16981,07597347000102
2312205,Santa Quitéria,0  ,NE,CE,M,2025,40239,07725138000105
2312304,São Benedito,0  ,NE,CE,M,2025,47657,07778129000174
2312403,São Gonçalo do Amarante,0  ,NE,CE,M,2025,60126,07533656000119
2312502,São João do Jaguaribe,0  ,NE,CE,M,2025,5855,07891690000165
2312601,São Luís do Curu,0  ,NE,CE,M,2025,10856,07623051000119
2312700,Senador Pompeu,0  ,NE,CE,M,2025,24256,07728421000182
2312809,Senador Sá,0  ,NE,CE,M,2025,7262,07598642000183
2312908,Sobral,0  ,NE,CE,M,2025,219030,07598634000137
2313005,Solonópole,0  ,NE,CE,M,2025,18083,07733256000157
2313104,Tabuleiro do Norte,0  ,NE,CE,M,2025,30655,07891682000119
2313203,Tamboril,0  ,NE,CE,M,2025,24812,07705817000104
2313252,Tarrafas,0  ,NE,CE,M,2025,7530,12464301000155
2313302,Tauá,0  ,NE,CE,M,2025,56086,07849532000147
2313351,Tejuçuoca,0  ,NE,CE,M,2025,17149,23489834000108
2313401,Tianguá,0  ,NE,CE,M,2025,81656,07735178000120
2313500,Trairi,0  ,NE,CE,M,2025,58122,07533946000162
2313559,Tururu,0  ,NE,CE,M,2025,15432,10517878000152
2313609,Ubajara,0  ,NE,CE,M,2025,32778,07735541000107
2313708,Umari,0  ,NE,CE,M,2025,6874,07520372000198
2313757,Umirim,0  ,NE,CE,M,2025,17491,06582464000130
2313807,Uruburetama,0  ,NE,CE,M,2025,20259,07623069000110
2313906,Uruoca,0  ,NE,CE,M,2025,13651,07667926000184
2313955,Varjota,0  ,NE,CE,M,2025,18105,07673114000141
2314003,Várzea Alegre,0  ,NE,CE,M,2025,38825,07539273000158
2314102,Viçosa do Ceará,0  ,NE,CE,M,2025,59470,10462497000113
2400109,Acari,0  ,NE,RN,M,2025,10589,08097008000120
2400208,Açu,0  ,NE,RN,M,2025,56482,08294662000123
2400307,Afonso Bezerra,0  ,NE,RN,M,2025,10838,08294688000171
2400406,Água Nova,0  ,NE,RN,M,2025,2951,08357626000161
2400505,Alexandria,0  ,NE,RN,M,2025,13211,08148462000162
2400604,Almino Afonso,0  ,NE,RN,M,2025,4689,08348997000187
2400703,Alto do Rodrigues,0  ,NE,RN,M,2025,12538,08184111000107
2400802,Angicos,0  ,NE,RN,M,2025,11641,08085409000160
2400901,Antônio Martins,0  ,NE,RN,M,2025,6577,08348989000130
2401008,Apodi,0  ,NE,RN,M,2025,36118,08349011000193
2401107,Areia Branca,0  ,NE,RN,M,2025,24076,08077265000108
2401206,Arês,0  ,NE,RN,M,2025,13268,08161234000122
2401305,Campo Grande,0  ,NE,RN,M,2025,10319,08084014000142
2401404,Baía Formosa,0  ,NE,RN,M,2025,8825,08161341000150
2401453,Baraúna,0  ,NE,RN,M,2025,26949,08546103000163
2401503,Barcelona,0  ,NE,RN,M,2025,4003,08002180000152
2401602,Bento Fernandes,0  ,NE,RN,M,2025,4796,08110884000149
2401651,Bodó,0  ,NE,RN,M,2025,2309,01612374000120
2401701,Bom Jesus,0  ,NE,RN,M,2025,9713,08002404000126
2401800,Brejinho,0  ,NE,RN,M,2025,12205,08161614000167
2401859,Caiçara do Norte,0  ,NE,RN,M,2025,6282,01612375000175
2401909,Caiçara do Rio do Vento,0  ,NE,RN,M,2025,3274,08351819000105
2402006,Caicó,0  ,NE,RN,M,2025,61160,08096570000139
2402105,Campo Redondo,0  ,NE,RN,M,2025,10217,08358723000179
2402204,Canguaretama,0  ,NE,RN,M,2025,29377,08365017000154
2402303,Caraúbas,0  ,NE,RN,M,2025,19766,08349102000129
2402402,Carnaúba dos Dantas,0  ,NE,RN,M,2025,7949,08088254000115
2402501,Carnaubais,0  ,NE,RN,M,2025,9704,08294670000170
2402600,Ceará-Mirim,0  ,NE,RN,M,2025,78486,08004061000139
2402709,Cerro Corá,0  ,NE,RN,M,2025,11002,08173502000126
2402808,Coronel Ezequiel,0  ,NE,RN,M,2025,5092,08158669000118
2402907,Coronel João Pessoa,0  ,NE,RN,M,2025,4237,08355471000124
2403004,Cruzeta,0  ,NE,RN,M,2025,8008,08106510000150
2403103,Currais Novos,0  ,NE,RN,M,2025,41341,08109126000100
2403202,Doutor Severiano,0  ,NE,RN,M,2025,7049,08355489000126
2403251,Parnamirim,0  ,NE,RN,M,2025,252950,08170862000174
2403301,Encanto,0  ,NE,RN,M,2025,6017,08355760000123
2403400,Equador,0  ,NE,RN,M,2025,5355,08086225000114
2403509,Espírito Santo,0  ,NE,RN,M,2025,10622,08362287000101
2403608,Extremoz,0  ,NE,RN,M,2025,61381,08204497000171
2403707,Felipe Guerra,0  ,NE,RN,M,2025,5970,08349086000174
2403756,Fernando Pedroza,0  ,NE,RN,M,2025,2937,01612369000118
2403806,Florânia,0  ,NE,RN,M,2025,10199,08181562000190
2403905,Francisco Dantas,0  ,NE,RN,M,2025,2700,08148439000178
2404002,Frutuoso Gomes,0  ,NE,RN,M,2025,4122,08349052000180
2404101,Galinhos,0  ,NE,RN,M,2025,2105,08110991000177
2404200,Goianinha,0  ,NE,RN,M,2025,27079,08162687000173
2404309,Governador Dix-Sept Rosado,0  ,NE,RN,M,2025,11926,08349094000110
2404408,Grossos,0  ,NE,RN,M,2025,9742,08077273000146
2404507,Guamaré,0  ,NE,RN,M,2025,15312,08184442000147
2404606,Ielmo Marinho,0  ,NE,RN,M,2025,11614,08004525000107
2404705,Ipanguaçu,0  ,NE,RN,M,2025,14164,08085318000124
2404804,Ipueira,0  ,NE,RN,M,2025,2035,08094708000160
2404853,Itajá,0  ,NE,RN,M,2025,7298,01612395000146
2404903,Itaú,0  ,NE,RN,M,2025,5317,08148553000106
2405009,Jaçanã,0  ,NE,RN,M,2025,10247,08158800000147
2405108,Jandaíra,0  ,NE,RN,M,2025,6570,08309239000150
2405207,Janduís,0  ,NE,RN,M,2025,4767,08349003000147
2405306,Boa Saúde,0  ,NE,RN,M,2025,9054,08142655000106
2405405,Japi,0  ,NE,RN,M,2025,5123,08159071000143
2405504,Jardim de Angicos,0  ,NE,RN,M,2025,2436,08111338000122
2405603,Jardim de Piranhas,0  ,NE,RN,M,2025,13969,08096604000195
2405702,Jardim do Seridó,0  ,NE,RN,M,2025,11623,08086662000138
2405801,João Câmara,0  ,NE,RN,M,2025,33191,08309536000103
2405900,João Dias,0  ,NE,RN,M,2025,2076,08148470000109
2406007,José da Penha,0  ,NE,RN,M,2025,5799,08357642000154
2406106,Jucurutu,0  ,NE,RN,M,2025,17779,08095283000104
2406155,Jundiá,0  ,NE,RN,M,2025,3737,04214217000155
2406205,Lagoa d'Anta,0  ,NE,RN,M,2025,6680,08142887000164
2406304,Lagoa de Pedras,0  ,NE,RN,M,2025,7340,08143026000109
2406403,Lagoa de Velhos,0  ,NE,RN,M,2025,2569,08159162000189
2406502,Lagoa Nova,0  ,NE,RN,M,2025,15584,08182313000110
2406601,Lagoa Salgada,0  ,NE,RN,M,2025,8334,08162869000144
2406700,Lajes,0  ,NE,RN,M,2025,9866,08113466000105
2406809,Lajes Pintadas,0  ,NE,RN,M,2025,4779,08159394000137
2406908,Lucrécia,0  ,NE,RN,M,2025,3490,08349045000188
2407005,Luís Gomes,0  ,NE,RN,M,2025,9083,08357600000113
2407104,Macaíba,0  ,NE,RN,M,2025,81584,08234148000100
2407203,Macau,0  ,NE,RN,M,2025,27395,08184434000109
2407252,Major Sales,0  ,NE,RN,M,2025,3924,01612383000111
2407302,Marcelino Vieira,0  ,NE,RN,M,2025,7896,08357618000115
2407401,Martins,0  ,NE,RN,M,2025,8178,08153462000150
2407500,Maxaranguape,0  ,NE,RN,M,2025,10262,08170540000125
2407609,Messias Targino,0  ,NE,RN,M,2025,4283,08349060000126
2407708,Montanhas,0  ,NE,RN,M,2025,11459,08354383000108
2407807,Monte Alegre,0  ,NE,RN,M,2025,22950,08365900000144
2407906,Monte das Gameleiras,0  ,NE,RN,M,2025,2277,08196941000154
2408003,Mossoró,0  ,NE,RN,M,2025,264181,08348971000139
2408102,Natal,1  ,NE,RN,M,2025,751932,08241747000143
2408201,Nísia Floresta,0  ,NE,RN,M,2025,30952,08167306000149
2408300,Nova Cruz,0  ,NE,RN,M,2025,34252,08144784000133
2408409,Olho-d'Água do Borges,0  ,NE,RN,M,2025,3896,08349029000195
2408508,Ouro Branco,0  ,NE,RN,M,2025,4912,08095473000121
2408607,Paraná,0  ,NE,RN,M,2025,3934,08148454000116
2408706,Paraú,0  ,NE,RN,M,2025,3589,08084691000160
2408805,Parazinho,0  ,NE,RN,M,2025,4796,08113631000129
2408904,Parelhas,0  ,NE,RN,M,2025,21464,08087561000181
2408953,Rio do Fogo,0  ,NE,RN,M,2025,10268,01612393000157
2409100,Passa e Fica,0  ,NE,RN,M,2025,10892,08144982000105
2409209,Passagem,0  ,NE,RN,M,2025,3119,08145153000139
2409308,Patu,0  ,NE,RN,M,2025,11001,08349078000128
2409332,Santa Maria,0  ,NE,RN,M,2025,4843,01612438000193
2409407,Pau dos Ferros,0  ,NE,RN,M,2025,30403,08148421000176
2409506,Pedra Grande,0  ,NE,RN,M,2025,3611,08113896000127
2409605,Pedra Preta,0  ,NE,RN,M,2025,2450,08113995000109
2409704,Pedro Avelino,0  ,NE,RN,M,2025,6241,08294654000187
2409803,Pedro Velho,0  ,NE,RN,M,2025,13860,08354896000119
2409902,Pendências,0  ,NE,RN,M,2025,12273,08122657000133
2410009,Pilões,0  ,NE,RN,M,2025,2963,08148488000100
2410108,Poço Branco,0  ,NE,RN,M,2025,12389,08311904000140
2410207,Portalegre,0  ,NE,RN,M,2025,7601,08358053000190
2410256,Porto do Mangue,0  ,NE,RN,M,2025,5253,01612371000197
2410306,Serra Caiada,0  ,NE,RN,M,2025,9964,08078412000156
2410405,Pureza,0  ,NE,RN,M,2025,9358,08290223000142
2410504,Rafael Fernandes,0  ,NE,RN,M,2025,5432,08357675000102
2410603,Rafael Godeiro,0  ,NE,RN,M,2025,2931,08349037000131
2410702,Riacho da Cruz,0  ,NE,RN,M,2025,2693,08153454000104
2410801,Riacho de Santana,0  ,NE,RN,M,2025,4134,08357634000108
2410900,Riachuelo,0  ,NE,RN,M,2025,7389,08364655000150
2411007,Rodolfo Fernandes,0  ,NE,RN,M,2025,4234,08153819000109
2411056,Tibau,0  ,NE,RN,M,2025,5389,01622882000190
2411106,Ruy Barbosa,0  ,NE,RN,M,2025,3203,08078958000107
2411205,Santa Cruz,0  ,NE,RN,M,2025,37232,08358889000195
2411403,Santana do Matos,0  ,NE,RN,M,2025,12460,08110439000189
2411429,Santana do Seridó,0  ,NE,RN,M,2025,2696,08088247000113
2411502,Santo Antônio,0  ,NE,RN,M,2025,22150,08144800000198
2411601,São Bento do Norte,0  ,NE,RN,M,2025,3252,08114514000180
2411700,São Bento do Trairí,0  ,NE,RN,M,2025,3788,08160467000100
2411809,São Fernando,0  ,NE,RN,M,2025,3480,08096612000131
2411908,São Francisco do Oeste,0  ,NE,RN,M,2025,4172,08154015000116
2412005,São Gonçalo do Amarante,0  ,NE,RN,M,2025,115467,08079402000135
2412104,São João do Sabugi,0  ,NE,RN,M,2025,5956,08095960000194
2412203,São José de Mipibu,0  ,NE,RN,M,2025,47279,08365850000103
2412302,São José do Campestre,0  ,NE,RN,M,2025,13691,08146425000115
2412401,São José do Seridó,0  ,NE,RN,M,2025,4548,08096083000176
2412500,São Miguel,0  ,NE,RN,M,2025,23494,08355463000188
2412559,São Miguel do Gostoso,0  ,NE,RN,M,2025,10250,01612396000190
2412609,São Paulo do Potengi,0  ,NE,RN,M,2025,16586,08079774000161
2412708,São Pedro,0  ,NE,RN,M,2025,5786,08079915000146
2412807,São Rafael,0  ,NE,RN,M,2025,7707,08085417000106
2412906,São Tomé,0  ,NE,RN,M,2025,9720,08080210000149
2413003,São Vicente,0  ,NE,RN,M,2025,6311,08308470000129
2413102,Senador Elói de Souza,0  ,NE,RN,M,2025,5964,08449571000110
2413201,Senador Georgino Avelino,0  ,NE,RN,M,2025,4064,08168478000137
2413300,Serra de São Bento,0  ,NE,RN,M,2025,5706,08146680000168
2413359,Serra do Mel,0  ,NE,RN,M,2025,13110,12755971000120
2413409,Serra Negra do Norte,0  ,NE,RN,M,2025,7593,08096372000175
2413508,Serrinha,0  ,NE,RN,M,2025,6444,08144792000180
2413557,Serrinha dos Pintos,0  ,NE,RN,M,2025,4659,01613858000194
2413607,Severiano Melo,0  ,NE,RN,M,2025,5497,08358046000199
2413706,Sítio Novo,0  ,NE,RN,M,2025,4662,08160756000100
2413805,Taboleiro Grande,0  ,NE,RN,M,2025,2333,08157810000168
2413904,Taipu,0  ,NE,RN,M,2025,11438,08114753000130
2414001,Tangará,0  ,NE,RN,M,2025,13266,08159089000145
2414100,Tenente Ananias,0  ,NE,RN,M,2025,10262,08357667000158
2414159,Tenente Laurentino Cruz,0  ,NE,RN,M,2025,5892,01612382000177
2414209,Tibau do Sul,0  ,NE,RN,M,2025,17210,08168775000182
2414308,Timbaúba dos Batistas,0  ,NE,RN,M,2025,2336,08096596000187
2414407,Touros,0  ,NE,RN,M,2025,33008,08234155000102
2414456,Triunfo Potiguar,0  ,NE,RN,M,2025,3358,01612376000110
2414506,Umarizal,0  ,NE,RN,M,2025,9972,08348963000192
2414605,Upanema,0  ,NE,RN,M,2025,13434,08085771000130
2414704,Várzea,0  ,NE,RN,M,2025,5232,08168940000104
2414753,Venha-Ver,0  ,NE,RN,M,2025,3013,01612380000188
2414803,Vera Cruz,0  ,NE,RN,M,2025,10487,08362915000159
2414902,Viçosa,0  ,NE,RN,M,2025,1822,08158198000148
2500106,Água Branca,0  ,NE,PB,M,2025,9308,09145368000112
2500205,Aguiar,0  ,NE,PB,M,2025,5011,08939944000130
2500304,Alagoa Grande,0  ,NE,PB,M,2025,26081,08753204000105
2500403,Alagoa Nova,0  ,NE,PB,M,2025,21009,08700684000146
2500502,Alagoinha,0  ,NE,PB,M,2025,13698,08926263000138
2500536,Alcantil,0  ,NE,PB,M,2025,5578,01612470000179
2500577,Algodão de Jandaíra,0  ,NE,PB,M,2025,2953,01612471000113
2500601,Alhandra,0  ,NE,PB,M,2025,21632,08778318000100
2500700,São João do Rio do Peixe,0  ,NE,PB,M,2025,17560,08924029000171
2500734,Amparo,0  ,NE,PB,M,2025,2166,01612473000102
2500775,Aparecida,0  ,NE,PB,M,2025,7962,01613168000135
2500809,Araçagi,0  ,NE,PB,M,2025,16589,08778029000100
2500908,Arara,0  ,NE,PB,M,2025,11408,08778755000123
2501005,Araruna,0  ,NE,PB,M,2025,17203,08927105000100
2501104,Areia,0  ,NE,PB,M,2025,22634,08754111000103
2501153,Areia de Baraúnas,0  ,NE,PB,M,2025,2005,01612685000190
2501203,Areial,0  ,NE,PB,M,2025,7139,08701062000132
2501302,Aroeiras,0  ,NE,PB,M,2025,18702,08865636000108
2501351,Assunção,0  ,NE,PB,M,2025,4152,01612635000102
2501401,Baía da Traição,0  ,NE,PB,M,2025,9147,08894859000101
2501500,Bananeiras,0  ,NE,PB,M,2025,23107,08927915000159
2501534,Baraúna,0  ,NE,PB,M,2025,4754,01612512000171
2501575,Barra de Santana,0  ,NE,PB,M,2025,8062,01612535000186
2501609,Barra de Santa Rosa,0  ,NE,PB,M,2025,12894,08993925000192
2501708,Barra de São Miguel,0  ,NE,PB,M,2025,5893,08701708000181
2501807,Bayeux,0  ,NE,PB,M,2025,81932,08924581000160
2501906,Belém,0  ,NE,PB,M,2025,16189,08928517000157
2502003,Belém do Brejo do Cruz,0  ,NE,PB,M,2025,6268,08920126000196
2502052,Bernardino Batista,0  ,NE,PB,M,2025,3504,01621539000120
2502102,Boa Ventura,0  ,NE,PB,M,2025,5210,08940702000167
2502151,Boa Vista,0  ,NE,PB,M,2025,6356,01612538000110
2502201,Bom Jesus,0  ,NE,PB,M,2025,2286,08923989000117
2502300,Bom Sucesso,0  ,NE,PB,M,2025,4660,08920571000156
2502409,Bonito de Santa Fé,0  ,NE,PB,M,2025,9880,08924037000118
2502508,Boqueirão,0  ,NE,PB,M,2025,17599,08702573000179
2502607,Igaracy,0  ,NE,PB,M,2025,5650,08885139000171
2502706,Borborema,0  ,NE,PB,M,2025,4211,09070400000148
2603405,Calumbi,0  ,NE,PE,M,2025,5241,10279107000174
2603454,Camaragibe,0  ,NE,PE,M,2025,146912,08260663000157
2603504,Camocim de São Félix,0  ,NE,PE,M,2025,17362,10766129000169
2603603,Camutanga,0  ,NE,PE,M,2025,7764,11362779000101
2603702,Canhotinho,0  ,NE,PE,M,2025,24340,10132777000163
2603801,Capoeiras,0  ,NE,PE,M,2025,18445,11256088000123
2603900,Carnaíba,0  ,NE,PE,M,2025,18437,11367414000170
2603926,Carnaubeira da Penha,0  ,NE,PE,M,2025,12226,35444991000186
2604007,Carpina,0  ,NE,PE,M,2025,78865,11097342000198
2604106,Caruaru,0  ,NE,PE,M,2025,378180,10091536000113
2604155,Casinhas,0  ,NE,PE,M,2025,12629,01618704000195
2604205,Catende,0  ,NE,PE,M,2025,31975,10186138000180
2604304,Cedro,0  ,NE,PE,M,2025,10512,11361219000132
2604403,Chã de Alegria,0  ,NE,PE,M,2025,12387,11049798000182
2604502,Chã Grande,0  ,NE,PE,M,2025,20494,11049806000190
2604601,Condado,0  ,NE,PE,M,2025,24586,10150068000100
2604700,Correntes,0  ,NE,PE,M,2025,17153,11286358000149
2604809,Cortês,0  ,NE,PE,M,2025,10361,10273548000169
2604908,Cumaru,0  ,NE,PE,M,2025,15824,11097391000120
2605004,Cupira,0  ,NE,PE,M,2025,23474,10191799000102
2605103,Custódia,0  ,NE,PE,M,2025,35915,11358165000156
2605152,Dormentes,0  ,NE,PE,M,2025,16159,35667377000183
2605202,Escada,0  ,NE,PE,M,2025,59526,11294303000180
2605301,Exu,0  ,NE,PE,M,2025,31803,11040870000100
2605400,Feira Nova,0  ,NE,PE,M,2025,21362,11097243000106
2605509,Ferreiros,0  ,NE,PE,M,2025,15040,11361870000102
2605608,Flores,0  ,NE,PE,M,2025,20213,10347466000111
2605707,Floresta,0  ,NE,PE,M,2025,30110,10113736000120
2605806,Frei Miguelinho,0  ,NE,PE,M,2025,13666,11361854000110
2605905,Gameleira,0  ,NE,PE,M,2025,18012,11343902000147
2606002,Garanhuns,0  ,NE,PE,M,2025,142286,11303906000100
2606101,Glória do Goitá,0  ,NE,PE,M,2025,29123,11049814000137
2606200,Goiana,0  ,NE,PE,M,2025,80983,10150043000107
2606309,Granito,0  ,NE,PE,M,2025,6971,11040888000102
2606408,Gravatá,0  ,NE,PE,M,2025,85983,11049830000120
2606507,Iati,0  ,NE,PE,M,2025,17118,11286374000131
2606606,Ibimirim,0  ,NE,PE,M,2025,27406,10105971000150
2606705,Ibirajuba,0  ,NE,PE,M,2025,7127,11256062000185
2606804,Igarassu,0  ,NE,PE,M,2025,115281,10359560000190
2606903,Iguaracy,0  ,NE,PE,M,2025,10950,11368966000100
2607000,Inajá,0  ,NE,PE,M,2025,23871,10106219000123
2607109,Ingazeira,0  ,NE,PE,M,2025,4750,10347888000197
2607208,Ipojuca,0  ,NE,PE,M,2025,98762,11294386000108
2607307,Ipubi,0  ,NE,PE,M,2025,28838,11040896000159
2607406,Itacuruba,0  ,NE,PE,M,2025,4394,10114502000105
2607505,Itaíba,0  ,NE,PE,M,2025,33498,11286382000188
2607604,Ilha de Itamaracá,0  ,NE,PE,M,2025,22879,09680315000100
2607653,Itambé,0  ,NE,PE,M,2025,34925,10150050000109
2607703,Itapetim,0  ,NE,PE,M,2025,13492,11358157000100
2607752,Itapissuma,0  ,NE,PE,M,2025,27565,08637399000128
2607802,Itaquitinga,0  ,NE,PE,M,2025,16562,10150076000157
